ex_date,stock_id,stock_name,previous_close,ex_reference_price,opening_reference_price,opening_auction_base,limit_up_price,limit_down_price,cash_dividend,dividend_value,stock_dividend_rate,cash_capital_increase_price,cash_capital_increase_rate,right_or_dividend,deducted_dividend_reference_price,detail_key
2022-08-29,1603,華電,26.7,26.2,,26.2,28.8,23.6,,0.5,,,,息,26.2,"1603,20220829"
2022-08-29,1609,大亞,23.35,21.69,,21.7,23.85,19.55,,1.651887,,,,權息,21.69,"1609,20220829"
2022-08-29,2211,長榮鋼,64.2,61.2,,61.2,67.3,55.1,,3.0,,,,息,61.2,"2211,20220829"
2022-08-29,2420,新巨,43.95,40.95,,40.95,45.0,36.9,,3.0,,,,息,40.95,"2420,20220829"
2022-08-29,2442,新美齊,13.1,12.26,,12.25,13.45,11.05,,0.831212,,,,權息,12.26,"2442,20220829"
2022-08-29,6216,居易,32.5,30.83,,30.85,33.9,27.75,,1.666821,,,,息,30.83,"6216,20220829"
2022-08-30,1210,大成,50.7,48.28,,48.3,53.1,43.5,,2.414286,,,,權,48.28,"1210,20220830"
2022-08-30,1229,聯華,58.8,56.0,,56.0,61.6,50.4,,2.8,,,,權,56.0,"1229,20220830"
2022-08-30,1235,興泰,71.2,54.84,,54.8,60.3,49.4,,16.35625,,,,權息,54.84,"1235,20220830"
2022-08-30,1409,新纖,19.3,17.9,,17.9,19.65,16.15,,1.4,,,,息,17.9,"1409,20220830"
2022-08-30,2023,燁輝,15.95,15.19,,15.2,16.7,13.7,,0.759524,,,,權,15.19,"2023,20220830"
2022-08-30,2059,川湖,463.0,452.12,,452.0,497.0,407.0,,10.88,,,,息,452.12,"2059,20220830"
2022-08-30,2328,廣宇,35.15,34.15,,34.15,37.55,30.75,,1.0,,,,息,34.15,"2328,20220830"
2022-08-30,2484,希華,41.3,39.8,,39.8,43.75,35.85,,1.5,,,,息,39.8,"2484,20220830"
2022-08-30,2506,太設,10.0,9.9,,9.9,10.85,8.91,,0.1,,,,息,9.9,"2506,20220830"
2022-08-30,2630,亞航,17.85,16.6,,16.6,18.25,14.95,,1.244155,,,,權,16.6,"2630,20220830"
2022-08-30,4104,佳醫,68.5,65.23,,65.2,71.7,58.8,,3.261905,,,,權,65.23,"4104,20220830"
2022-08-30,6719,力智,300.0,292.5,,292.5,321.5,263.5,,7.494971,,,,息,292.5,"6719,20220830"
2022-08-30,8488,吉源-KY,16.6,16.3,,16.3,17.9,14.7,,0.3,,,,息,16.3,"8488,20220830"
2022-08-31,2415,錩新,33.8,29.28,,29.3,32.2,26.4,,4.511112,,,,權息,29.28,"2415,20220831"
2022-08-31,2539,櫻花建,35.1,30.63,,30.65,33.65,27.6,,4.461592,,,,權息,30.63,"2539,20220831"
2022-08-31,4555,氣立,57.1,55.32,,55.3,60.8,49.8,,1.776545,,,,息,55.32,"4555,20220831"
2022-09-01,1203,味王,33.25,32.15,,32.15,35.35,28.95,,1.1,,,,息,32.15,"1203,20220901"
2022-09-01,2436,偉詮電,56.5,53.5,,53.5,58.8,48.15,,3.0,,,,息,53.5,"2436,20220901"
2022-09-01,2465,麗臺,38.35,33.95,,33.95,37.3,30.6,,4.395455,,,,權息,33.95,"2465,20220901"
2022-09-01,2489,瑞軒,12.8,11.47,,11.45,12.6,10.35,,1.32381,,,,權息,11.47,"2489,20220901"
2022-09-01,3653,健策,400.0,363.64,,363.5,400.0,327.5,,36.351405,,,,權,363.64,"3653,20220901"
2022-09-01,5288,豐祥-KY,168.0,163.5,,163.5,179.5,147.5,,4.5,,,,息,163.5,"5288,20220901"
2022-09-02,5283,禾聯碩,112.0,108.0,,108.0,118.5,97.2,,4.0,,,,息,108.0,"5283,20220902"
2022-09-05,1315,達新,70.7,68.2,,68.2,75.0,61.4,,2.5,,,,息,68.2,"1315,20220905"
2022-09-05,1533,車王電,62.0,61.7,,61.7,67.8,55.6,,0.3,,,,息,61.7,"1533,20220905"
2022-09-05,2106,建大,34.25,33.25,,33.25,36.55,29.95,,1.0,,,,息,33.25,"2106,20220905"
2022-09-05,2474,可成,181.0,170.78,,171.0,187.5,154.0,,10.213949,,,,息,170.78,"2474,20220905"
2022-09-05,4540,全球傳動,46.55,45.25,,45.25,49.75,40.75,,1.3,,,,息,45.25,"4540,20220905"
2022-09-05,4807,日成-KY,23.6,21.94,,21.95,24.1,19.75,,1.65971,,,,息,21.94,"4807,20220905"
2022-09-06,1732,毛寶,37.7,37.35,,37.35,41.05,33.65,,0.35,,,,息,37.35,"1732,20220906"
2022-09-06,2364,倫飛,121.5,120.5,,120.5,132.5,108.5,,1.0,,,,息,120.5,"2364,20220906"
2022-09-06,2468,華經,19.7,19.3,,19.3,21.2,17.4,,0.4,,,,息,19.3,"2468,20220906"
2022-09-06,2706,第一店,14.2,14.06,,14.05,15.45,12.7,,0.14,,,,息,14.06,"2706,20220906"
2022-09-06,2845,遠東銀,12.3,11.43,,11.7,12.8,10.3,,0.868393,,,,權息,11.68,"2845,20220906"
2022-09-06,3025,星通,21.25,20.85,,20.85,22.9,18.8,,0.4,,,,息,20.85,"3025,20220906"
2022-09-06,3622,洋華,29.6,28.4,,28.4,31.2,25.6,,1.2,,,,息,28.4,"3622,20220906"
2022-09-06,6139,亞翔,32.2,30.7,,30.7,33.75,27.65,,1.5,,,,息,30.7,"6139,20220906"
2022-09-06,6552,易華電,41.3,39.3,,39.3,43.2,35.4,,2.0,,,,息,39.3,"6552,20220906"
2022-09-06,9927,泰銘,41.8,37.3,,37.3,41.0,33.6,,4.5,,,,息,37.3,"9927,20220906"
2022-09-07,1529,樂事綠能,18.65,17.24,,17.25,18.95,15.55,,1.40701,,,,權息,17.24,"1529,20220907"
2022-09-07,1590,亞德客-KY,787.0,773.69,,774.0,851.0,697.0,,13.305,,,,息,773.69,"1590,20220907"
2022-09-07,1736,喬山,59.3,58.8,,58.8,64.6,53.0,,0.5,,,,息,58.8,"1736,20220907"
2022-09-07,9906,欣巴巴,49.1,48.44,,48.45,53.2,43.6,,0.658309,,,,息,48.44,"9906,20220907"
2022-09-08,2012,春雨,24.35,23.19,,23.2,25.5,20.9,,1.159524,,,,權,23.19,"2012,20220908"
2022-09-08,2461,光群雷,18.0,17.7,,17.7,19.45,15.95,,0.3,,,,息,17.7,"2461,20220908"
2022-09-08,2905,三商,17.2,16.03,,16.05,17.6,14.45,,1.160396,,,,權息,16.03,"2905,20220908"
2022-09-08,2915,潤泰全,55.2,53.45,,55.2,60.7,48.15,,1.742251,,,,權,55.2,"2915,20220908"
2022-09-08,3346,麗清,39.25,38.63,,38.65,42.45,34.8,,0.62,,,,息,38.63,"3346,20220908"
2022-09-08,6235,華孚,41.85,40.59,,41.85,46.0,36.55,,1.25102,,,,權,41.85,"6235,20220908"
2022-09-12,2379,瑞昱,331.5,304.5,,304.5,334.5,274.5,,27.0,,,,息,304.5,"2379,20220912"
2022-09-12,2923,鼎固-KY,22.5,21.3,,21.3,23.4,19.2,,1.2,,,,息,21.3,"2923,20220912"
2022-09-13,6504,南六,83.0,81.8,,81.8,89.9,73.7,,1.2,,,,息,81.8,"6504,20220913"
2022-09-14,1310,台苯,14.5,14.35,,14.35,15.75,12.95,,0.15,,,,息,14.35,"1310,20220914"
2022-09-14,1615,大山,31.2,28.88,,28.9,31.75,26.0,,2.311111,,,,權,28.88,"1615,20220914"
2022-09-14,2701,萬企,12.3,12.13,,12.15,13.3,10.95,,0.165,,,,息,12.13,"2701,20220914"
2022-09-14,3437,榮創,19.25,18.8,,18.8,20.65,16.95,,0.45,,,,息,18.8,"3437,20220914"
2022-09-15,2109,華豐,15.25,14.75,,14.75,16.2,13.3,,0.5,,,,息,14.75,"2109,20220915"
2022-09-15,2330,台積電,480.0,477.25,,477.5,524.0,430.0,,2.75,,,,息,477.25,"2330,20220915"
2022-09-15,9802,鈺齊-KY,201.5,198.55,,198.5,218.0,179.0,,2.940763,,,,息,198.55,"9802,20220915"
2022-09-16,2236,百達-KY,21.8,21.62,,21.6,23.75,19.5,,0.18,,,,息,21.62,"2236,20220916"
2022-09-16,3661,世芯-KY,944.0,932.64,,933.0,1025.0,840.0,,11.353974,,,,息,932.64,"3661,20220916"
2022-09-19,2540,愛山林,150.0,88.78,,88.8,97.6,80.0,,61.212122,,,,權息,88.78,"2540,20220919"
2022-09-19,5306,桂盟,169.5,167.25,,167.5,183.5,151.0,,2.25,,,,息,167.25,"5306,20220919"
2022-09-20,1517,利奇,25.15,24.35,,24.35,26.75,21.95,,0.8,,,,息,24.35,"1517,20220920"
2022-09-20,9958,世紀鋼,80.8,77.81,,77.8,85.5,70.1,,2.989051,,,,息,77.81,"9958,20220920"
2022-09-21,2358,廷鑫,14.45,14.36,,14.45,15.85,12.95,,0.083446,,,,權,14.45,"2358,20220921"
2022-09-21,2488,漢平,30.6,29.4,,29.4,32.3,26.5,,1.2,,,,息,29.4,"2488,20220921"
2022-09-21,3059,華晶科,36.65,35.96,,35.95,39.55,32.4,,0.687886,,,,息,35.96,"3059,20220921"
2022-09-21,9946,三發地產,13.65,12.97,,12.95,14.25,11.7,,0.68,,,,息,12.97,"9946,20220921"
2022-09-22,2515,中工,9.0,8.46,,8.46,9.3,7.62,,0.534,,,,息,8.46,"2515,20220922"
2022-09-22,2881,富邦金,56.5,53.8,,53.8,59.1,48.45,,2.690476,,,,權,53.8,"2881,20220922"
2022-09-26,1808,潤隆,72.0,60.86,,60.9,66.9,54.8,,11.130435,,,,權息,60.86,"1808,20220926"
2022-09-26,2542,興富發,47.8,39.8,,39.8,43.75,35.85,,7.993623,,,,權息,39.8,"2542,20220926"
2022-09-27,1516,川飛,24.0,22.44,,22.45,24.65,20.2,,1.552144,,,,息,22.44,"1516,20220927"
2022-09-29,3052,夆典,10.05,9.79,,9.79,10.75,8.82,,0.25223,,,,息,9.79,"3052,20220929"
2022-09-29,4763,材料*-KY,124.5,119.63,,119.5,131.5,108.0,,4.869526,,,,息,119.63,"4763,20220929"
2022-10-04,3356,奇偶,30.9,29.7,,29.7,32.65,26.75,,1.2,,,,息,29.7,"3356,20221004"
2022-10-11,2231,為升,164.0,149.09,,149.0,163.5,134.5,,14.90909,,,,權,149.09,"2231,20221011"
2022-10-13,8411,福貞-KY,13.9,13.62,,13.9,15.25,12.3,,0.275644,,,,權,13.9,"8411,20221013"
2022-10-17,4912,聯德控股-KY,70.5,70.0,,70.0,77.0,63.0,,0.5,,,,息,70.0,"4912,20221017"
2022-10-18,5522,遠雄,55.2,53.2,,53.2,58.5,47.9,,2.0,,,,息,53.2,"5522,20221018"
2022-10-20,2867,三商壽,5.75,5.61,,5.75,6.32,5.05,,0.134163,,,,權,5.75,"2867,20221020"
2022-10-21,5258,虹堡,57.4,56.86,,56.9,62.5,51.2,,0.539253,,,,息,56.86,"5258,20221021"
2022-10-25,1558,伸興,109.0,107.28,,109.0,119.5,96.6,,1.713368,,,,權,109.0,"1558,20221025"
2022-10-27,9945,潤泰新,58.0,38.66,,38.65,42.5,34.8,,19.333334,,,,權,38.66,"9945,20221027"
2022-10-31,5876,上海商銀,45.55,44.78,,45.55,50.1,40.35,,0.761285,,,,權,45.55,"5876,20221031"
2022-11-01,2812,台中銀,12.55,12.51,,12.55,13.8,11.3,,0.039877,,,,權,12.55,"2812,20221101"
2022-11-01,5608,四維航,22.95,22.63,,22.95,25.2,20.4,,0.319552,,,,權,22.95,"5608,20221101"
2022-11-02,9921,巨大,208.0,206.0,,208.0,228.5,185.5,,1.99457,,,,權,208.0,"9921,20221102"
2022-11-07,2851,中再保,18.25,17.6,,18.25,20.05,15.85,,0.642813,,,,權,18.25,"2851,20221107"
2022-11-08,8499,鼎炫-KY,109.0,101.0,,101.0,111.0,90.9,,7.999747,,,,息,101.0,"8499,20221108"
2022-11-10,2889,國票金,11.45,11.32,,11.45,12.55,10.2,,0.126183,,,,權,11.45,"2889,20221110"
2022-11-11,1783,和康生,41.5,37.72,,37.7,41.45,33.95,,3.772727,,,,權,37.72,"1783,20221111"
2022-11-15,4552,力達-KY,30.3,29.3,,29.3,32.2,26.4,,1.0,,,,息,29.3,"4552,20221115"
2022-11-17,2062,橋椿,21.95,21.45,,21.45,23.55,19.35,,0.5,,,,息,21.45,"2062,20221117"
2022-11-17,2506,太設,9.42,9.32,,9.32,10.25,8.39,,0.1,,,,息,9.32,"2506,20221117"
2022-11-17,6277,宏正,78.3,75.9,,75.9,83.4,68.4,,2.4,,,,息,75.9,"6277,20221117"
2022-11-21,1526,日馳,46.5,44.7,,44.7,49.15,40.25,,1.8,,,,息,44.7,"1526,20221121"
2022-11-22,2358,廷鑫,15.75,15.47,,15.45,17.0,13.95,,0.273648,,,,息,15.47,"2358,20221122"
2022-11-22,3563,牧德,133.5,131.5,,131.5,144.5,118.5,,2.0,,,,息,131.5,"3563,20221122"
2022-11-28,3557,嘉威,52.8,49.8,,49.8,54.7,44.85,,3.0,,,,息,49.8,"3557,20221128"
2022-12-02,1341,富林-KY,71.6,68.46,,68.5,75.3,61.7,,3.131017,,,,息,68.46,"1341,20221202"
2022-12-05,1909,榮成,16.3,16.23,,16.3,17.9,14.65,,0.067892,,,,權,16.3,"1909,20221205"
2022-12-05,2882,國泰金,44.0,43.16,,44.0,48.4,38.85,,0.833205,,,,權,44.0,"2882,20221205"
2022-12-06,8442,威宏-KY,79.3,78.3,,78.3,86.1,70.5,,1.0,,,,息,78.3,"8442,20221206"
2022-12-07,2012,春雨,23.55,23.05,,23.05,25.35,20.75,,0.5,,,,息,23.05,"2012,20221207"
2022-12-07,2466,冠西電,37.0,35.57,,35.55,39.1,32.05,,1.423077,,,,權,35.57,"2466,20221207"
2022-12-08,2380,虹光,13.15,12.85,,13.15,14.45,11.6,,0.295468,,,,權,13.15,"2380,20221208"
2022-12-12,4977,眾達-KY,109.5,107.4,,109.5,120.0,96.7,,2.09684,,,,權,109.5,"4977,20221212"
2022-12-15,2330,台積電,480.5,477.75,,478.0,525.0,430.0,,2.75,,,,息,477.75,"2330,20221215"
2022-12-15,2753,八方雲集,211.5,209.01,,209.0,229.5,188.5,,2.489408,,,,息,209.01,"2753,20221215"
2022-12-15,8070,長華*,31.95,31.22,,31.2,34.3,28.1,,0.73,,,,息,31.22,"8070,20221215"
2022-12-19,4763,材料*-KY,176.5,172.54,,172.5,189.5,155.5,,3.955087,,,,息,172.54,"4763,20221219"
2022-12-19,5306,桂盟,144.0,141.75,,142.0,155.5,128.0,,2.25,,,,息,141.75,"5306,20221219"
2022-12-22,8467,波力-KY,63.6,60.6,,60.6,66.6,54.6,,3.0,,,,息,60.6,"8467,20221222"
2022-12-26,2028,威致,29.2,28.34,,28.35,31.15,25.55,,0.853311,,,,息,28.34,"2028,20221226"
2022-12-28,4912,聯德控股-KY,81.0,80.5,,80.5,88.5,72.5,,0.5,,,,息,80.5,"4912,20221228"
2023-01-04,2636,台驊控股,76.3,71.12,,71.1,78.2,64.1,,5.177933,,,,息,71.12,"2636,20230104"
2023-01-30,2243,宏旭-KY,15.4,14.97,,15.4,16.9,13.5,,0.424427,,,,權,15.4,"2243,20230130"
2023-01-30,2731,雄獅,104.5,102.35,,104.5,114.5,92.2,,2.145772,,,,權,104.5,"2731,20230130"
2023-02-02,2342,茂矽,41.7,40.7,,40.7,44.75,36.65,,1.0,,,,息,40.7,"2342,20230202"
2023-02-07,2890,永豐金,17.35,17.2,,17.35,19.05,15.5,,0.145137,,,,權,17.35,"2890,20230207"
2023-02-13,4564,元翎,24.55,24.1,,24.55,27.0,21.7,,0.448744,,,,權,24.55,"4564,20230213"
2023-02-16,2540,愛山林,77.8,77.32,,77.8,85.5,69.6,,0.47987,,,,權,77.8,"2540,20230216"
2023-02-17,3017,奇鋐,117.5,115.73,,117.5,129.0,104.5,,1.760976,,,,權,117.5,"3017,20230217"
2023-02-24,3092,鴻碩,39.0,37.75,,39.0,42.9,34.0,,1.240058,,,,權,39.0,"3092,20230224"
2023-02-24,9934,成霖,13.3,13.11,,13.3,14.6,11.8,,0.189759,,,,權,13.3,"9934,20230224"
2023-03-01,2867,三商壽,5.39,5.35,,5.39,5.92,4.82,,0.036961,,,,權,5.39,"2867,20230301"
2023-03-06,8033,雷虎,56.7,55.24,,56.7,62.3,49.75,,1.45131,,,,權,56.7,"8033,20230306"
2023-03-10,3533,嘉澤,817.0,812.06,,817.0,898.0,731.0,,4.935784,,,,權,817.0,"3533,20230310"
2023-03-13,2613,中櫃,24.9,23.85,,23.85,26.2,21.5,,1.05,,,,息,23.85,"2613,20230313"
2023-03-13,6770,力積電,34.45,34.15,,34.15,37.55,30.75,,0.3,,,,息,34.15,"6770,20230313"
2023-03-15,5306,桂盟,149.0,146.75,,147.0,161.0,132.5,,2.25,,,,息,146.75,"5306,20230315"
2023-03-16,1342,八貫,153.5,148.13,,148.0,162.5,133.5,,5.368536,,,,息,148.13,"1342,20230316"
2023-03-16,1712,興農,40.45,37.65,,37.65,41.4,33.9,,2.8,,,,息,37.65,"1712,20230316"
2023-03-16,2301,光寶科,74.1,71.1,,71.1,78.2,64.0,,3.0,,,,息,71.1,"2301,20230316"
2023-03-16,2330,台積電,511.0,508.25,,508.0,559.0,457.5,,2.74982,,,,息,508.25,"2330,20230316"
2023-03-16,3008,大立光,2315.0,2269.0,,2270.0,2495.0,2045.0,,46.0,,,,息,2269.0,"3008,20230316"
2023-03-16,5283,禾聯碩,112.0,108.0,,108.0,118.5,97.2,,4.0,,,,息,108.0,"5283,20230316"
2023-03-16,9802,鈺齊-KY,130.0,128.8,,129.0,141.5,116.0,,1.198001,,,,息,128.8,"9802,20230316"
2023-03-17,3029,零壹,54.5,50.9,,50.9,55.9,45.85,,3.598354,,,,息,50.9,"3029,20230317"
2023-03-17,9105,泰金寶-DR,4.01,3.69,,3.69,4.05,3.33,,0.316428,,,,權息,3.69,"9105,20230317"
2023-03-23,1313,聯成,14.55,14.35,,14.35,15.75,12.95,,0.2,,,,息,14.35,"1313,20230323"
2023-03-23,2630,亞航,19.5,19.14,,19.15,21.05,17.25,,0.36,,,,息,19.14,"2630,20230323"
2023-03-23,3004,豐達科,86.7,85.68,,85.7,94.2,77.2,,1.019767,,,,息,85.68,"3004,20230323"
2023-03-24,2430,燦坤,49.15,45.15,,45.15,49.65,40.65,,4.0,,,,息,45.15,"2430,20230324"
2023-03-24,4583,台灣精銳,219.5,209.5,,209.5,230.0,189.0,,10.0,,,,息,209.5,"4583,20230324"
2023-03-24,4770,上品,306.0,294.0,,294.0,323.0,265.0,,12.0,,,,息,294.0,"4770,20230324"
2023-03-24,5225,東科-KY,42.8,39.75,,39.75,43.7,35.8,,3.045204,,,,息,39.75,"5225,20230324"
2023-03-24,6235,華孚,68.7,68.0,,68.0,74.8,61.2,,0.698588,,,,息,68.0,"6235,20230324"
2023-03-24,6415,矽力*-KY,512.0,507.5,,508.0,558.0,457.0,,4.49431,,,,息,507.5,"6415,20230324"
2023-03-27,6541,泰福-KY,94.1,91.81,,94.1,103.5,82.7,,2.286307,,,,權,94.1,"6541,20230327"
2023-03-28,5007,三星,53.9,50.9,,50.9,55.9,45.85,,3.0,,,,息,50.9,"5007,20230328"
2023-03-29,1717,長興,32.45,31.25,,31.25,34.35,28.15,,1.2,,,,息,31.25,"1717,20230329"
2023-03-29,3005,神基,55.6,51.81,,51.8,56.9,46.65,,3.783626,,,,息,51.81,"3005,20230329"
2023-03-29,3706,神達,28.5,27.2,,27.2,29.9,24.5,,1.3,,,,息,27.2,"3706,20230329"
2023-03-29,6412,群電,83.0,77.1,,77.1,84.8,69.4,,5.9,,,,息,77.1,"6412,20230329"
2023-03-30,1477,聚陽,235.5,221.0,,221.0,243.0,199.0,,14.5,,,,息,221.0,"1477,20230330"
2023-03-30,2006,東和鋼鐵,60.6,57.1,,57.1,62.8,51.4,,3.5,,,,息,57.1,"2006,20230330"
2023-03-30,2015,豐興,72.5,68.5,,68.5,75.3,61.7,,4.0,,,,息,68.5,"2015,20230330"
2023-03-30,2108,南帝,41.8,39.8,,39.8,43.75,35.85,,2.0,,,,息,39.8,"2108,20230330"
2023-03-30,2331,精英,23.3,22.5,,22.5,24.75,20.25,,0.8,,,,息,22.5,"2331,20230330"
2023-03-30,2458,義隆,102.5,99.43,,99.4,109.0,89.5,,3.069257,,,,息,99.43,"2458,20230330"
2023-03-30,2483,百容,26.25,25.25,,25.25,27.75,22.75,,1.0,,,,息,25.25,"2483,20230330"
2023-03-30,2530,華建,18.35,17.93,,17.95,19.7,16.15,,0.410761,,,,息,17.93,"2530,20230330"
2023-03-30,4930,燦星網,29.1,27.1,,27.1,29.8,24.4,,2.0,,,,息,27.1,"4930,20230330"
2023-03-30,5222,全訊,187.5,184.5,,184.5,202.5,166.5,,3.0,,,,息,184.5,"5222,20230330"
2023-03-30,6281,全國電,87.8,82.8,,82.8,91.0,74.6,,5.0,,,,息,82.8,"6281,20230330"
2023-03-30,6581,鋼聯,100.5,94.0,,94.0,103.0,84.6,,6.5,,,,息,94.0,"6581,20230330"
2023-04-07,1217,愛之味,11.8,11.4,,11.4,12.5,10.3,,0.4,,,,息,11.4,"1217,20230407"
2023-04-07,2884,玉山金,25.45,25.16,,25.45,27.95,22.65,,0.289219,,,,權,25.45,"2884,20230407"
2023-04-07,3003,健和興,71.3,69.3,,69.3,76.2,62.4,,2.0,,,,息,69.3,"3003,20230407"
2023-04-13,1524,耿鼎,26.55,25.55,,25.55,28.1,23.0,,1.0,,,,息,25.55,"1524,20230413"
2023-04-13,2313,華通,46.35,43.65,,43.65,48.0,39.3,,2.7,,,,息,43.65,"2313,20230413"
2023-04-13,2368,金像電,102.5,99.0,,99.0,108.5,89.1,,3.5,,,,息,99.0,"2368,20230413"
2023-04-13,2528,皇普,24.9,24.4,,24.4,26.8,22.0,,0.5,,,,息,24.4,"2528,20230413"
2023-04-13,4532,瑞智,18.9,18.0,,18.0,19.8,16.2,,0.9,,,,息,18.0,"4532,20230413"
2023-04-13,5388,中磊,94.3,89.8,,89.8,98.7,80.9,,4.5,,,,息,89.8,"5388,20230413"
2023-04-13,8996,高力,244.5,243.0,,243.0,267.0,219.0,,1.5,,,,息,243.0,"8996,20230413"
2023-04-14,1315,達新,73.9,70.4,,70.4,77.4,63.4,,3.5,,,,息,70.4,"1315,20230414"
2023-04-14,2109,華豐,14.6,14.2,,14.2,15.6,12.8,,0.4,,,,息,14.2,"2109,20230414"
2023-04-14,2382,廣達,89.3,83.3,,83.3,91.6,75.0,,6.0,,,,息,83.3,"2382,20230414"
2023-04-14,2496,卓越,54.0,50.7,,50.7,55.7,45.65,,3.3,,,,息,50.7,"2496,20230414"
2023-04-14,6756,威鋒電子,235.0,227.51,,227.5,250.0,205.0,,7.488695,,,,息,227.51,"6756,20230414"
2023-04-19,8926,台汽電,50.4,47.48,,50.4,55.4,42.75,,2.915615,,,,權,50.4,"8926,20230419"
2023-04-20,2324,仁寶,25.65,24.45,,24.45,26.85,22.05,,1.2,,,,息,24.45,"2324,20230420"
2023-04-20,2535,達欣工,33.75,31.25,,31.25,34.35,28.15,,2.5,,,,息,31.25,"2535,20230420"
2023-04-20,3665,貿聯-KY,273.0,271.66,,273.0,300.0,244.5,,1.330757,,,,權,273.0,"3665,20230420"
2023-04-20,6224,聚鼎,67.5,66.0,,66.0,72.6,59.4,,1.5,,,,息,66.0,"6224,20230420"
2023-04-26,3257,虹冠電,54.1,53.1,,53.1,58.4,47.8,,1.0,,,,息,53.1,"3257,20230426"
2023-04-27,1604,聲寶,27.9,26.4,,26.4,29.0,23.8,,1.5,,,,息,26.4,"1604,20230427"
2023-04-27,2477,美隆電,21.35,20.55,,20.55,22.6,18.5,,0.8,,,,息,20.55,"2477,20230427"
2023-04-27,3138,耀登,154.5,151.0,,151.0,166.0,136.0,,3.5,,,,息,151.0,"3138,20230427"
2023-04-27,4190,佐登-KY,95.5,94.5,,94.5,103.5,85.1,,0.991333,,,,息,94.5,"4190,20230427"
2023-04-27,4566,時碩工業,64.2,62.1,,62.1,68.3,55.9,,2.09962,,,,息,62.1,"4566,20230427"
2023-04-27,4912,聯德控股-KY,70.9,70.4,,70.4,77.4,63.4,,0.5,,,,息,70.4,"4912,20230427"
2023-04-27,6192,巨路,75.1,71.1,,71.1,78.2,64.0,,4.0,,,,息,71.1,"6192,20230427"
2023-04-27,6674,鋐寶科技,28.35,27.85,,27.85,30.6,25.1,,0.5,,,,息,27.85,"6674,20230427"
2023-05-22,9136,巨騰-DR,6.41,6.21,,6.21,6.83,5.59,,0.19375,,,,息,6.21,"9136,20230522"
2023-05-25,2548,華固,97.5,90.0,,90.0,99.0,81.0,,7.5,,,,息,90.0,"2548,20230525"
2023-05-26,1598,岱宇,40.6,38.92,,40.1,44.1,35.05,,1.678187,,,,權息,40.1,"1598,20230526"
2023-05-29,2636,台驊控股,76.4,71.4,,71.4,78.5,64.3,,5.0,,,,息,71.4,"2636,20230529"
2023-05-30,1568,倉佑,25.6,24.5,,24.5,26.95,22.05,,1.1,,,,息,24.5,"1568,20230530"
2023-05-30,2637,慧洋-KY,60.3,53.8,,53.8,59.1,48.45,,6.5,,,,息,53.8,"2637,20230530"
2023-05-30,6456,GIS-KY,75.4,71.9,,71.9,79.0,64.8,,3.5,,,,息,71.9,"6456,20230530"
2023-05-31,6438,迅得,117.0,111.0,,111.0,122.0,99.9,,6.0,,,,息,111.0,"6438,20230531"
2023-05-31,8249,菱光,31.85,29.97,,29.95,32.95,27.0,,1.877926,,,,息,29.97,"8249,20230531"
2023-06-01,1702,南僑,50.7,48.7,,48.7,53.5,43.85,,2.0,,,,息,48.7,"1702,20230601"
2023-06-01,2105,正新,39.0,37.6,,37.6,41.35,33.85,,1.4,,,,息,37.6,"2105,20230601"
2023-06-01,6269,台郡,98.7,93.69,,93.7,103.0,84.4,,5.000238,,,,息,93.69,"6269,20230601"
2023-06-02,1587,吉茂,22.9,21.9,,21.9,24.05,19.75,,1.0,,,,息,21.9,"1587,20230602"
2023-06-02,3443,創意,1535.0,1521.0,,1520.0,1670.0,1370.0,,14.0,,,,息,1521.0,"3443,20230602"
2023-06-05,4958,臻鼎-KY,114.5,108.5,,108.5,119.0,97.7,,6.0,,,,息,108.5,"4958,20230605"
2023-06-05,8454,富邦媒,710.0,695.0,,695.0,764.0,626.0,,15.0,,,,息,695.0,"8454,20230605"
2023-06-06,1605,華新,46.95,45.15,,45.15,49.65,40.65,,1.8,,,,息,45.15,"1605,20230606"
2023-06-06,2201,裕隆,90.6,89.12,,90.6,99.6,80.3,,1.478505,,,,權,90.6,"2201,20230606"
2023-06-06,9940,信義,30.0,28.8,,28.8,31.65,25.95,,1.2,,,,息,28.8,"9940,20230606"
2023-06-07,2347,聯強,63.4,59.9,,59.9,65.8,54.0,,3.5,,,,息,59.9,"2347,20230607"
2023-06-07,2467,志聖,52.6,49.0,,49.0,53.9,44.1,,3.6,,,,息,49.0,"2467,20230607"
2023-06-07,2642,宅配通,45.85,44.35,,44.35,48.75,39.95,,1.5,,,,息,44.35,"2642,20230607"
2023-06-07,2809,京城銀,36.25,35.15,,35.15,38.65,31.65,,1.1,,,,息,35.15,"2809,20230607"
2023-06-07,3563,牧德,215.5,207.5,,207.5,228.0,187.0,,8.0,,,,息,207.5,"3563,20230607"
2023-06-07,4440,宜新實業,34.4,31.4,,31.4,34.5,28.3,,3.0,,,,息,31.4,"4440,20230607"
2023-06-08,5434,崇越,201.0,189.47,,191.0,210.0,171.0,,11.520937,,,,權息,191.0,"5434,20230608"
2023-06-08,6491,晶碩,382.0,372.0,,372.0,409.0,335.0,,10.0,,,,息,372.0,"6491,20230608"
2023-06-08,8028,昇陽半導體,61.7,59.9,,59.9,65.8,54.0,,1.8,,,,息,59.9,"8028,20230608"
2023-06-09,6861,睿生光電,109.5,108.2,,108.0,119.0,97.4,,1.3,,,,息,108.2,"6861,20230609"
